Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	score	class	event	audio	video	video_folder	org.sound.files	ovlp.sels	class_fixed	old.selec
199	Spectrogram 1	1	616.331811333	616.382811333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	84.703778	0.8488659	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch4MPI2020-01-20_09-10-06_0000058.wav	22	call	101
200	Spectrogram 1	1	618.991155333	619.042155333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	87.363122	0.6937552	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	23	call	76
201	Spectrogram 1	1	619.227822333	619.278822333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	87.599789	0.8265512	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	24	call	23
426	Spectrogram 1	1	623.119477333	623.154303335	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	91.491444										
425	Spectrogram 1	1	623.998489333	624.033315335	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	92.370456										
202	Spectrogram 1	1	628.655200333	628.706200333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	97.027167	0.8328308	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	25	call	24
203	Spectrogram 1	1	634.357933333	634.408933333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	102.729900	0.7391664	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	26	call	79
427	Spectrogram 1	1	647.039366333	647.072799296	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	115.411333										
204	Spectrogram 1	1	650.436633333	650.487633333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	118.808600	0.8408142	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch2MPI2020-01-20_09-10-06_0000058.wav	27	call	51
205	Spectrogram 1	1	657.231333333	657.282333333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	125.603300	0.6324308	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	28	call	81
467	Spectrogram 1	1	660.588944000	660.588944000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	1.231244									clap	
210	Spectrogram 1	1	670.609111000	670.660111000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	11.251411	0.7451621	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch1MPI2020-01-20_11-35-36_0000073.wav	1	call	1
211	Spectrogram 1	1	674.463811000	674.514811000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	15.106111	0.6916367	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch4MPI2020-01-20_11-35-36_0000073.wav	2	call	59
212	Spectrogram 1	1	674.821156000	674.872156000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	15.463456	0.3403992	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch3MPI2020-01-20_11-35-36_0000073.wav	3	call	40
213	Spectrogram 1	1	678.026500000	678.077500000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	18.668800	0.7628771	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch4MPI2020-01-20_11-35-36_0000073.wav	4	call	61
214	Spectrogram 1	1	689.321256000	689.372256000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	29.963556	0.63319	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch3MPI2020-01-20_11-35-36_0000073.wav	5	call	42
215	Spectrogram 1	1	694.277289000	694.328289000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	34.919589	0.8520871	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch2MPI2020-01-20_11-35-36_0000073.wav	6	call	23
216	Spectrogram 1	1	696.881311000	696.932311000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	37.523611	0.6886214	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch1MPI2020-01-20_11-35-36_0000073.wav	7	call	6
217	Spectrogram 1	1	699.916656000	699.967656000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	40.558956	0.7581109	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch2MPI2020-01-20_11-35-36_0000073.wav	8	call	25
218	Spectrogram 1	1	709.179389000	709.230389000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	49.821689	0.5830409	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch2MPI2020-01-20_11-35-36_0000073.wav	9	call	26
219	Spectrogram 1	1	713.250089000	713.301089000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	53.892389	0.6342581	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch1MPI2020-01-20_11-35-36_0000073.wav	10	call	9
220	Spectrogram 1	1	716.144778000	716.195778000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	56.787078	0.6156253	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch3MPI2020-01-20_11-35-36_0000073.wav	11	call	48
221	Spectrogram 1	1	720.982156000	721.033156000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	61.624456	0.6647139	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch1MPI2020-01-20_11-35-36_0000073.wav	12	call	11
222	Spectrogram 1	1	723.809500000	723.860500000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	64.451800	0.6720902	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch3MPI2020-01-20_11-35-36_0000073.wav	13	call	50
223	Spectrogram 1	1	733.931567000	733.982567000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	74.573867	0.5509789	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch1MPI2020-01-20_11-35-36_0000073.wav	14	call	13
224	Spectrogram 1	1	740.397622000	740.448622000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	81.039922	0.5543427	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch3MPI2020-01-20_11-35-36_0000073.wav	15	call	53
225	Spectrogram 1	1	752.605044000	752.656044000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	93.247344	0.5450037	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch2MPI2020-01-20_11-35-36_0000073.wav	16	call	34
226	Spectrogram 1	1	765.018500000	765.069500000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	105.660800	0.6661113	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch2MPI2020-01-20_11-35-36_0000073.wav	17	call	35
227	Spectrogram 1	1	772.225900000	772.276900000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	112.868200	0.6072148	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch1MPI2020-01-20_11-35-36_0000073.wav	18	call	17
228	Spectrogram 1	1	786.367300000	786.418300000	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	127.009600	0.676127	call	MPI2020-01-20_11-35-36_0000073.wav	73	81	T81_G15_2020	ch3MPI2020-01-20_11-35-36_0000073.wav	19	call	57
468	Spectrogram 1	1	792.796922000	792.796922000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	0.007922									clap	
229	Spectrogram 1	1	833.719856000	833.770856000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	40.930856	0.7736486	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch2MPI2020-01-20_12-09-41_0000076.wav	1	call	14
428	Spectrogram 1	1	843.452456000	843.495640243	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	50.663456										
230	Spectrogram 1	1	848.739267000	848.790267000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	55.950267	0.781206	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch3MPI2020-01-20_12-09-41_0000076.wav	2	call	35
231	Spectrogram 1	1	850.694611000	850.745611000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	57.905611	0.7176882	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch1MPI2020-01-20_12-09-41_0000076.wav	3	call	3
232	Spectrogram 1	1	854.669967000	854.720967000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	61.880967	0.6322491	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch3MPI2020-01-20_12-09-41_0000076.wav	4	call	37
233	Spectrogram 1	1	857.820656000	857.871656000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	65.031656	0.6006987	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch1MPI2020-01-20_12-09-41_0000076.wav	5	call	5
234	Spectrogram 1	1	862.007344000	862.058344000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	69.218344	0.7865029	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch2MPI2020-01-20_12-09-41_0000076.wav	6	call	18
235	Spectrogram 1	1	866.979356000	867.030356000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	74.190356	0.8411606	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch3MPI2020-01-20_12-09-41_0000076.wav	7	call	39
236	Spectrogram 1	1	877.422078000	877.473078000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	84.633078	0.6860003	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch3MPI2020-01-20_12-09-41_0000076.wav	8	call	40
237	Spectrogram 1	1	883.242767000	883.293767000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	90.453767	0.7588107	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch2MPI2020-01-20_12-09-41_0000076.wav	9	call	21
238	Spectrogram 1	1	891.068144000	891.119144000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	98.279144	0.7440186	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch1MPI2020-01-20_12-09-41_0000076.wav	10	call	10
239	Spectrogram 1	1	894.790200000	894.841200000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	102.001200	0.6693971	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch2MPI2020-01-20_12-09-41_0000076.wav	11	call	23
240	Spectrogram 1	1	909.018900000	909.069900000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	116.229900	0.5739678	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch1MPI2020-01-20_12-09-41_0000076.wav	12	call	12
241	Spectrogram 1	1	913.956300000	914.007300000	ch1MPI2020-01-20_12-09-41_0000076.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_12-09-41_0000076.wav	121.167300	0.7213987	call	MPI2020-01-20_12-09-41_0000076.wav	76	71	T71_GGP5_2021	ch1MPI2020-01-20_12-09-41_0000076.wav	13	call	13
469	Spectrogram 1	1	915.627132889	915.627132889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	1.170544									clap	
248	Spectrogram 1	1	992.004466889	992.055466889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	77.547878	0.5964234	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch1MPI2020-01-26_11-00-06_0000171.wav	NA	call	1
430	Spectrogram 1	1	994.246266889	994.285272011	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	79.789678										
429	Spectrogram 1	1	996.668755889	996.698009731	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	82.212167										
242	Spectrogram 1	1	1010.197932889	1010.248932889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	95.741344	0.7213454	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch3MPI2020-01-26_11-00-06_0000171.wav	1	call	9
243	Spectrogram 1	1	1019.552688889	1019.603688889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	105.096100	0.6905438	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch1MPI2020-01-26_11-00-06_0000171.wav	2	call	3
244	Spectrogram 1	1	1025.169988889	1025.220988889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	110.713400	0.8172979	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch1MPI2020-01-26_11-00-06_0000171.wav	3	call	4
245	Spectrogram 1	1	1027.312088889	1027.363088889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	112.855500	0.4784239	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch4MPI2020-01-26_11-00-06_0000171.wav	4	call	24
246	Spectrogram 1	1	1037.614788889	1037.665788889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	123.158200	0.640248	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch1MPI2020-01-26_11-00-06_0000171.wav	5	call	6
247	Spectrogram 1	1	1041.912188889	1041.963188889	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	127.455600	0.7603236	call	MPI2020-01-26_11-00-06_0000171.wav	171	182	T182_G21_2020	ch1MPI2020-01-26_11-00-06_0000171.wav	6	call	8
470	Spectrogram 1	1	1057.378188556	1057.378188556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	1.068933									clap	
249	Spectrogram 1	1	1149.495711556	1149.546711556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	93.186456	0.489153	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch1MPI2020-01-15_14-17-44_0000005.wav	1	call	30
250	Spectrogram 1	1	1152.572399556	1152.623399556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	96.263144	0.6543984	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch4MPI2020-01-15_14-17-44_0000005.wav	2	call	47
251	Spectrogram 1	1	1155.838411556	1155.889411556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	99.529156	0.7470454	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch2MPI2020-01-15_14-17-44_0000005.wav	3	call	3
264	Spectrogram 1	1	1157.797755556	1157.848755556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	101.488500	0.3247599	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch4MPI2020-01-15_14-17-44_0000005.wav	NA	call	49
252	Spectrogram 1	1	1158.164455556	1158.215455556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	101.855200	0.8735854	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch3MPI2020-01-15_14-17-44_0000005.wav	4	call	19
253	Spectrogram 1	1	1158.555755556	1158.606755556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	102.246500	0.5098871	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch1MPI2020-01-15_14-17-44_0000005.wav	5	call	34
254	Spectrogram 1	1	1167.266455556	1167.317455556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	110.957200	0.691547	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch3MPI2020-01-15_14-17-44_0000005.wav	6	call	21
255	Spectrogram 1	1	1183.745855556	1183.796855556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	127.436600	0.7931755	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch1MPI2020-01-15_14-17-44_0000005.wav	7	call	36
256	Spectrogram 1	1	1184.119855556	1184.170855556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	127.810600	0.8032702	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch1MPI2020-01-15_14-17-44_0000005.wav	8	call	37
257	Spectrogram 1	1	1189.910555556	1189.961555556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	133.601300	0.6592972	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch4MPI2020-01-15_14-17-44_0000005.wav	9	call	55
258	Spectrogram 1	1	1190.893255556	1190.944255556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	134.584000	0.524865	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch4MPI2020-01-15_14-17-44_0000005.wav	10	call	56
431	Spectrogram 1	1	1202.586544556	1202.638087039	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	146.277289										
259	Spectrogram 1	1	1212.058655556	1212.109655556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	155.749400	0.8124526	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch1MPI2020-01-15_14-17-44_0000005.wav	11	call	41
432	Spectrogram 1	1	1212.375444556	1212.413056638	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	156.066189										
260	Spectrogram 1	1	1212.448055556	1212.499055556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	156.138800	0.7216838	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch1MPI2020-01-15_14-17-44_0000005.wav	12	call	42
261	Spectrogram 1	1	1219.782055556	1219.833055556	ch1MPI2020-01-15_14-17-44_0000005.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-15_14-17-44_0000005.wav	163.472800	0.8201472	call	MPI2020-01-15_14-17-44_0000005.wav	5	7	T7_G4_2020	ch2MPI2020-01-15_14-17-44_0000005.wav	13	call	13
