"Video camara respaldo","Video camara 5","Video camara 3","Video camara 1","Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo aprox","Anotaciones","Archivo de audio canal 1","Archivo de audio canal 2","Archivo de audio canal 3","Archivo de audio canal 4","Nuevo video camara 1","Nuevo video camara 3","Nuevo video camara 5","Nuevo video camara respaldo"
NA,"UCR-MPI_exp43_cam5_2020-1-18","UCR-MPI_exp43_cam3_2020-1-18","UCR-MPI_exp43_cam1_2020-1-18",2020-01-18,1899-12-31 10:28:00,38,"43","experimento","3","982126051278529","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp43_ch1_2020-1-18.wav","UCR-MPI_exp43_ch2_2020-1-18.wav","UCR-MPI_exp43_ch3_2020-1-18.wav","UCR-MPI_exp43_ch4_2020-1-18.wav","0043-cam1_exp_2020-1-18_UCR-MPI","0043-cam3_exp_2020-1-18_UCR-MPI","0043-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp26_cam5_2020-1-16","UCR-MPI_exp26_cam3_2020-1-16","UCR-MPI_exp26_cam1_2020-1-16",2020-01-16,NA,22,"26","experimento","6","900200000279818","vuelo grupal/enmascarando busqueda","blanco",1899-12-31 02:00:00,NA,"UCR-MPI_exp26_ch1_2020-1-16.wav","UCR-MPI_exp26_ch2_2020-1-16.wav","UCR-MPI_exp26_ch3_2020-1-16.wav","UCR-MPI_exp26_ch4_2020-1-16.wav","0026-cam1_exp_2020-1-16_UCR-MPI","0026-cam3_exp_2020-1-16_UCR-MPI","0026-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp45_cam5_2020-1-18","UCR-MPI_exp45_cam3_2020-1-18","UCR-MPI_exp45_cam1_2020-1-18",2020-01-18,1899-12-31 10:49:00,40,"45","experimento","9","982126058484290","vuelo solo","no aplica",1899-12-31 02:00:00,"video de 5 min in cam1 porque olvidamos de apagar camara","UCR-MPI_exp45_ch1_2020-1-18.wav","UCR-MPI_exp45_ch2_2020-1-18.wav","UCR-MPI_exp45_ch3_2020-1-18.wav","UCR-MPI_exp45_ch4_2020-1-18.wav","0045-cam1_exp_2020-1-18_UCR-MPI","0045-cam3_exp_2020-1-18_UCR-MPI","0045-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp46_cam5_2020-1-18","UCR-MPI_exp46_cam3_2020-1-18","UCR-MPI_exp46_cam1_2020-1-18",2020-01-18,1899-12-31 10:54:00,41,"46","experimento","9","982126051278549","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp46_ch1_2020-1-18.wav","UCR-MPI_exp46_ch2_2020-1-18.wav","UCR-MPI_exp46_ch3_2020-1-18.wav","UCR-MPI_exp46_ch4_2020-1-18.wav","0046-cam1_exp_2020-1-18_UCR-MPI","0046-cam3_exp_2020-1-18_UCR-MPI","0046-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp26_cam5_2020-1-16","UCR-MPI_exp26_cam3_2020-1-16","UCR-MPI_exp26_cam1_2020-1-16",2020-01-16,NA,22,"26","experimento","6","982126058484300","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp26_ch1_2020-1-16.wav","UCR-MPI_exp26_ch2_2020-1-16.wav","UCR-MPI_exp26_ch3_2020-1-16.wav","UCR-MPI_exp26_ch4_2020-1-16.wav","0026-cam1_exp_2020-1-16_UCR-MPI","0026-cam3_exp_2020-1-16_UCR-MPI","0026-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp5_cam5_2020-1-15","UCR-MPI_exp5_cam3_2020-1-15","UCR-MPI_exp5_cam1_2020-1-15",2020-01-15,1899-12-31 12:27:00,3,"5","experimento","4","900200000279820","vuelo solo","no aplica",1899-12-31 02:10:00,"video dura 5 min camara 1","UCR-MPI_exp5_ch1_2020-1-15.wav","UCR-MPI_exp5_ch2_2020-1-15.wav","UCR-MPI_exp5_ch3_2020-1-15.wav","UCR-MPI_exp5_ch4_2020-1-15.wav","0005-cam1_exp_2020-1-15_UCR-MPI","0005-cam3_exp_2020-1-15_UCR-MPI","0005-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp50_cam5_2020-1-18","UCR-MPI_exp50_cam3_2020-1-18","UCR-MPI_exp50_cam1_2020-1-18",2020-01-18,1899-12-31 02:25:00,45,"50","experimento","9","900200000279415","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp50_ch1_2020-1-18.wav","UCR-MPI_exp50_ch2_2020-1-18.wav","UCR-MPI_exp50_ch3_2020-1-18.wav","UCR-MPI_exp50_ch4_2020-1-18.wav","0050-cam1_exp_2020-1-18_UCR-MPI","0050-cam3_exp_2020-1-18_UCR-MPI","0050-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp50_cam5_2020-1-18","UCR-MPI_exp50_cam3_2020-1-18","UCR-MPI_exp50_cam1_2020-1-18",2020-01-18,1899-12-31 02:25:00,45,"50","experimento","9","900200000279519","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,"video 48/ audio 43 fue detenido por que no volaron","UCR-MPI_exp50_ch1_2020-1-18.wav","UCR-MPI_exp50_ch2_2020-1-18.wav","UCR-MPI_exp50_ch3_2020-1-18.wav","UCR-MPI_exp50_ch4_2020-1-18.wav","0050-cam1_exp_2020-1-18_UCR-MPI","0050-cam3_exp_2020-1-18_UCR-MPI","0050-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp50_cam5_2020-1-18","UCR-MPI_exp50_cam3_2020-1-18","UCR-MPI_exp50_cam1_2020-1-18",2020-01-18,1899-12-31 02:25:00,45,"50","experimento","9","982126058484290","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp50_ch1_2020-1-18.wav","UCR-MPI_exp50_ch2_2020-1-18.wav","UCR-MPI_exp50_ch3_2020-1-18.wav","UCR-MPI_exp50_ch4_2020-1-18.wav","0050-cam1_exp_2020-1-18_UCR-MPI","0050-cam3_exp_2020-1-18_UCR-MPI","0050-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp27_cam5_2020-1-16","UCR-MPI_exp27_cam3_2020-1-16","UCR-MPI_exp27_cam1_2020-1-16",2020-01-16,NA,23,"27","experimento","6","982126058484349","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp27_ch1_2020-1-16.wav","UCR-MPI_exp27_ch2_2020-1-16.wav","UCR-MPI_exp27_ch3_2020-1-16.wav","UCR-MPI_exp27_ch4_2020-1-16.wav","0027-cam1_exp_2020-1-16_UCR-MPI","0027-cam3_exp_2020-1-16_UCR-MPI","0027-cam5_exp_2020-1-16_UCR-MPI",NA
NA,"UCR-MPI_exp51_cam5_2020-1-18","UCR-MPI_exp51_cam3_2020-1-18","UCR-MPI_exp51_cam1_2020-1-18",2020-01-18,1899-12-31 02:36:00,46,"51","experimento","9","900200000279519","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:00:00,"Video 48 y 49 (y audio 43 y 44) se interrumpieron por falta de vuelo de murcis","UCR-MPI_exp51_ch1_2020-1-18.wav","UCR-MPI_exp51_ch2_2020-1-18.wav","UCR-MPI_exp51_ch3_2020-1-18.wav","UCR-MPI_exp51_ch4_2020-1-18.wav","0051-cam1_exp_2020-1-18_UCR-MPI","0051-cam3_exp_2020-1-18_UCR-MPI","0051-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp51_cam5_2020-1-18","UCR-MPI_exp51_cam3_2020-1-18","UCR-MPI_exp51_cam1_2020-1-18",2020-01-18,1899-12-31 02:36:00,46,"51","experimento","9","982126051278549","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp51_ch1_2020-1-18.wav","UCR-MPI_exp51_ch2_2020-1-18.wav","UCR-MPI_exp51_ch3_2020-1-18.wav","UCR-MPI_exp51_ch4_2020-1-18.wav","0051-cam1_exp_2020-1-18_UCR-MPI","0051-cam3_exp_2020-1-18_UCR-MPI","0051-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp51_cam5_2020-1-18","UCR-MPI_exp51_cam3_2020-1-18","UCR-MPI_exp51_cam1_2020-1-18",2020-01-18,1899-12-31 02:36:00,46,"51","experimento","9","900200000279415","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp51_ch1_2020-1-18.wav","UCR-MPI_exp51_ch2_2020-1-18.wav","UCR-MPI_exp51_ch3_2020-1-18.wav","UCR-MPI_exp51_ch4_2020-1-18.wav","0051-cam1_exp_2020-1-18_UCR-MPI","0051-cam3_exp_2020-1-18_UCR-MPI","0051-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp51_cam5_2020-1-18","UCR-MPI_exp51_cam3_2020-1-18","UCR-MPI_exp51_cam1_2020-1-18",2020-01-18,1899-12-31 02:36:00,46,"51","experimento","9","982126058484290","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp51_ch1_2020-1-18.wav","UCR-MPI_exp51_ch2_2020-1-18.wav","UCR-MPI_exp51_ch3_2020-1-18.wav","UCR-MPI_exp51_ch4_2020-1-18.wav","0051-cam1_exp_2020-1-18_UCR-MPI","0051-cam3_exp_2020-1-18_UCR-MPI","0051-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp76_cam5_2020-1-20","UCR-MPI_exp76_cam3_2020-1-20","UCR-MPI_exp76_cam1_2020-1-20",2020-01-20,1899-12-31 10:24:00,68,"76","experimento","13","900200000279779","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp76_ch1_2020-1-20.wav","UCR-MPI_exp76_ch2_2020-1-20.wav","UCR-MPI_exp76_ch3_2020-1-20.wav","UCR-MPI_exp76_ch4_2020-1-20.wav","0076-cam1_exp_2020-1-20_UCR-MPI","0076-cam3_exp_2020-1-20_UCR-MPI","0076-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp77_cam5_2020-1-20","UCR-MPI_exp77_cam3_2020-1-20","UCR-MPI_exp77_cam1_2020-1-20",2020-01-20,1899-12-31 10:43:00,69,"77","experimento","13","900200000279470","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp77_ch1_2020-1-20.wav","UCR-MPI_exp77_ch2_2020-1-20.wav","UCR-MPI_exp77_ch3_2020-1-20.wav","UCR-MPI_exp77_ch4_2020-1-20.wav","0077-cam1_exp_2020-1-20_UCR-MPI","0077-cam3_exp_2020-1-20_UCR-MPI","0077-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp54_cam5_2020-1-18","UCR-MPI_exp54_cam3_2020-1-18","UCR-MPI_exp54_cam1_2020-1-18",2020-01-18,1899-12-31 03:05:00,49,"54","experimento","3","982126051278504","vuelo solo","no aplica",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp54_ch1_2020-1-18.wav","UCR-MPI_exp54_ch2_2020-1-18.wav","UCR-MPI_exp54_ch3_2020-1-18.wav","UCR-MPI_exp54_ch4_2020-1-18.wav","0054-cam1_exp_2020-1-18_UCR-MPI","0054-cam3_exp_2020-1-18_UCR-MPI","0054-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp79_cam5_2020-1-20","UCR-MPI_exp79_cam3_2020-1-20","UCR-MPI_exp79_cam1_2020-1-20",2020-01-20,1899-12-31 11:00:00,71,"79","experimento","13","982126057845067","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp79_ch1_2020-1-20.wav","UCR-MPI_exp79_ch2_2020-1-20.wav","UCR-MPI_exp79_ch3_2020-1-20.wav","UCR-MPI_exp79_ch4_2020-1-20.wav","0079-cam1_exp_2020-1-20_UCR-MPI","0079-cam3_exp_2020-1-20_UCR-MPI","0079-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp80_cam5_2020-1-20","UCR-MPI_exp80_cam3_2020-1-20","UCR-MPI_exp80_cam1_2020-1-20",2020-01-20,1899-12-31 11:29:00,72,"80","experimento","15","982126058484259","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp80_ch1_2020-1-20.wav","UCR-MPI_exp80_ch2_2020-1-20.wav","UCR-MPI_exp80_ch3_2020-1-20.wav","UCR-MPI_exp80_ch4_2020-1-20.wav","0080-cam1_exp_2020-1-20_UCR-MPI","0080-cam3_exp_2020-1-20_UCR-MPI","0080-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp80_cam5_2020-1-20","UCR-MPI_exp80_cam3_2020-1-20","UCR-MPI_exp80_cam1_2020-1-20",2020-01-20,1899-12-31 11:29:00,72,"80","experimento","15","900200000206443","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp80_ch1_2020-1-20.wav","UCR-MPI_exp80_ch2_2020-1-20.wav","UCR-MPI_exp80_ch3_2020-1-20.wav","UCR-MPI_exp80_ch4_2020-1-20.wav","0080-cam1_exp_2020-1-20_UCR-MPI","0080-cam3_exp_2020-1-20_UCR-MPI","0080-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp80_cam5_2020-1-20","UCR-MPI_exp80_cam3_2020-1-20","UCR-MPI_exp80_cam1_2020-1-20",2020-01-20,1899-12-31 11:29:00,72,"80","experimento","15","900200000206710","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp80_ch1_2020-1-20.wav","UCR-MPI_exp80_ch2_2020-1-20.wav","UCR-MPI_exp80_ch3_2020-1-20.wav","UCR-MPI_exp80_ch4_2020-1-20.wav","0080-cam1_exp_2020-1-20_UCR-MPI","0080-cam3_exp_2020-1-20_UCR-MPI","0080-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp81_cam5_2020-1-20","UCR-MPI_exp81_cam3_2020-1-20","UCR-MPI_exp81_cam1_2020-1-20",2020-01-20,1899-12-31 11:35:00,73,"81","experimento","15","900200000206443","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp81_ch1_2020-1-20.wav","UCR-MPI_exp81_ch2_2020-1-20.wav","UCR-MPI_exp81_ch3_2020-1-20.wav","UCR-MPI_exp81_ch4_2020-1-20.wav","0081-cam1_exp_2020-1-20_UCR-MPI","0081-cam3_exp_2020-1-20_UCR-MPI","0081-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp81_cam5_2020-1-20","UCR-MPI_exp81_cam3_2020-1-20","UCR-MPI_exp81_cam1_2020-1-20",2020-01-20,1899-12-31 11:35:00,73,"81","experimento","15","900200000206710","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,NA,"UCR-MPI_exp81_ch1_2020-1-20.wav","UCR-MPI_exp81_ch2_2020-1-20.wav","UCR-MPI_exp81_ch3_2020-1-20.wav","UCR-MPI_exp81_ch4_2020-1-20.wav","0081-cam1_exp_2020-1-20_UCR-MPI","0081-cam3_exp_2020-1-20_UCR-MPI","0081-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp81_cam5_2020-1-20","UCR-MPI_exp81_cam3_2020-1-20","UCR-MPI_exp81_cam1_2020-1-20",2020-01-20,1899-12-31 11:35:00,73,"81","experimento","15","982126058484259","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,NA,"UCR-MPI_exp81_ch1_2020-1-20.wav","UCR-MPI_exp81_ch2_2020-1-20.wav","UCR-MPI_exp81_ch3_2020-1-20.wav","UCR-MPI_exp81_ch4_2020-1-20.wav","0081-cam1_exp_2020-1-20_UCR-MPI","0081-cam3_exp_2020-1-20_UCR-MPI","0081-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","900200000279779","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp82_cam5_2020-1-20","UCR-MPI_exp82_cam3_2020-1-20","UCR-MPI_exp82_cam1_2020-1-20",2020-01-20,1899-12-31 11:47:00,74,"82","experimento","13","982126057845067","vuelo grupal/sin sonido","sin pintar",1899-12-31 02:00:00,NA,"UCR-MPI_exp82_ch1_2020-1-20.wav","UCR-MPI_exp82_ch2_2020-1-20.wav","UCR-MPI_exp82_ch3_2020-1-20.wav","UCR-MPI_exp82_ch4_2020-1-20.wav","0082-cam1_exp_2020-1-20_UCR-MPI","0082-cam3_exp_2020-1-20_UCR-MPI","0082-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp38_cam5_2020-1-17","UCR-MPI_exp38_cam3_2020-1-17","UCR-MPI_exp38_cam1_2020-1-17",2020-01-17,1899-12-31 10:12:00,34,"38","experimento","40","900200000206430","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp38_ch1_2020-1-17.wav","UCR-MPI_exp38_ch2_2020-1-17.wav","UCR-MPI_exp38_ch3_2020-1-17.wav","UCR-MPI_exp38_ch4_2020-1-17.wav","0038-cam1_exp_2020-1-17_UCR-MPI","0038-cam3_exp_2020-1-17_UCR-MPI","0038-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp39_cam5_2020-1-17","UCR-MPI_exp39_cam3_2020-1-17","UCR-MPI_exp39_cam1_2020-1-17",2020-01-17,1899-12-31 10:17:00,36,"39","experimento","40","982126052945921","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp39_ch1_2020-1-17.wav","UCR-MPI_exp39_ch2_2020-1-17.wav","UCR-MPI_exp39_ch3_2020-1-17.wav","UCR-MPI_exp39_ch4_2020-1-17.wav","0039-cam1_exp_2020-1-17_UCR-MPI","0039-cam3_exp_2020-1-17_UCR-MPI","0039-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp39_cam5_2020-1-17","UCR-MPI_exp39_cam3_2020-1-17","UCR-MPI_exp39_cam1_2020-1-17",2020-01-17,1899-12-31 10:17:00,36,"39","experimento","40","900200000206430","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp39_ch1_2020-1-17.wav","UCR-MPI_exp39_ch2_2020-1-17.wav","UCR-MPI_exp39_ch3_2020-1-17.wav","UCR-MPI_exp39_ch4_2020-1-17.wav","0039-cam1_exp_2020-1-17_UCR-MPI","0039-cam3_exp_2020-1-17_UCR-MPI","0039-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp39_cam5_2020-1-17","UCR-MPI_exp39_cam3_2020-1-17","UCR-MPI_exp39_cam1_2020-1-17",2020-01-17,1899-12-31 10:17:00,36,"39","experimento","40","982126051278540","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"con individuos de grupos 9 y 12 mas otros","UCR-MPI_exp39_ch1_2020-1-17.wav","UCR-MPI_exp39_ch2_2020-1-17.wav","UCR-MPI_exp39_ch3_2020-1-17.wav","UCR-MPI_exp39_ch4_2020-1-17.wav","0039-cam1_exp_2020-1-17_UCR-MPI","0039-cam3_exp_2020-1-17_UCR-MPI","0039-cam5_exp_2020-1-17_UCR-MPI",NA
NA,"UCR-MPI_exp4_cam5_2020-1-15","UCR-MPI_exp4_cam3_2020-1-15","UCR-MPI_exp4_cam1_2020-1-15",2020-01-15,NA,2,"4","experimento","4","982126058484339","vuelo solo","no aplica",1899-12-31 02:00:00,NA,"UCR-MPI_exp4_ch1_2020-1-15.wav","UCR-MPI_exp4_ch2_2020-1-15.wav","UCR-MPI_exp4_ch3_2020-1-15.wav","UCR-MPI_exp4_ch4_2020-1-15.wav","0004-cam1_exp_2020-1-15_UCR-MPI","0004-cam3_exp_2020-1-15_UCR-MPI","0004-cam5_exp_2020-1-15_UCR-MPI",NA
NA,"UCR-MPI_exp42_cam5_2020-1-18","UCR-MPI_exp42_cam3_2020-1-18","UCR-MPI_exp42_cam1_2020-1-18",2020-01-18,1899-12-31 10:19:00,37,"42","experimento","3","982000359237615","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp42_ch1_2020-1-18.wav","UCR-MPI_exp42_ch2_2020-1-18.wav","UCR-MPI_exp42_ch3_2020-1-18.wav","UCR-MPI_exp42_ch4_2020-1-18.wav","0042-cam1_exp_2020-1-18_UCR-MPI","0042-cam3_exp_2020-1-18_UCR-MPI","0042-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp66_cam5_2020-1-20","UCR-MPI_exp66_cam3_2020-1-20","UCR-MPI_exp66_cam1_2020-1-20",2020-01-20,1899-12-31 09:10:00,58,"66","experimento","6","982126058484349","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,NA,"UCR-MPI_exp66_ch1_2020-1-20.wav","UCR-MPI_exp66_ch2_2020-1-20.wav","UCR-MPI_exp66_ch3_2020-1-20.wav","UCR-MPI_exp66_ch4_2020-1-20.wav","0066-cam1_exp_2020-1-20_UCR-MPI","0066-cam3_exp_2020-1-20_UCR-MPI","0066-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp42_cam5_2020-1-18","UCR-MPI_exp42_cam3_2020-1-18","UCR-MPI_exp42_cam1_2020-1-18",2020-01-18,1899-12-31 10:19:00,37,"42","experimento","3","982126052945896","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp42_ch1_2020-1-18.wav","UCR-MPI_exp42_ch2_2020-1-18.wav","UCR-MPI_exp42_ch3_2020-1-18.wav","UCR-MPI_exp42_ch4_2020-1-18.wav","0042-cam1_exp_2020-1-18_UCR-MPI","0042-cam3_exp_2020-1-18_UCR-MPI","0042-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp66_cam5_2020-1-20","UCR-MPI_exp66_cam3_2020-1-20","UCR-MPI_exp66_cam1_2020-1-20",2020-01-20,1899-12-31 09:10:00,58,"66","experimento","6","982126051278521","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,NA,"UCR-MPI_exp66_ch1_2020-1-20.wav","UCR-MPI_exp66_ch2_2020-1-20.wav","UCR-MPI_exp66_ch3_2020-1-20.wav","UCR-MPI_exp66_ch4_2020-1-20.wav","0066-cam1_exp_2020-1-20_UCR-MPI","0066-cam3_exp_2020-1-20_UCR-MPI","0066-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp42_cam5_2020-1-18","UCR-MPI_exp42_cam3_2020-1-18","UCR-MPI_exp42_cam1_2020-1-18",2020-01-18,1899-12-31 10:19:00,37,"42","experimento","3","982126051278504","vuelo grupal/enmascarando busqueda","sin pintar",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp42_ch1_2020-1-18.wav","UCR-MPI_exp42_ch2_2020-1-18.wav","UCR-MPI_exp42_ch3_2020-1-18.wav","UCR-MPI_exp42_ch4_2020-1-18.wav","0042-cam1_exp_2020-1-18_UCR-MPI","0042-cam3_exp_2020-1-18_UCR-MPI","0042-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp43_cam5_2020-1-18","UCR-MPI_exp43_cam3_2020-1-18","UCR-MPI_exp43_cam1_2020-1-18",2020-01-18,1899-12-31 10:28:00,38,"43","experimento","3","982126051278564","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp43_ch1_2020-1-18.wav","UCR-MPI_exp43_ch2_2020-1-18.wav","UCR-MPI_exp43_ch3_2020-1-18.wav","UCR-MPI_exp43_ch4_2020-1-18.wav","0043-cam1_exp_2020-1-18_UCR-MPI","0043-cam3_exp_2020-1-18_UCR-MPI","0043-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp43_cam5_2020-1-18","UCR-MPI_exp43_cam3_2020-1-18","UCR-MPI_exp43_cam1_2020-1-18",2020-01-18,1899-12-31 10:28:00,38,"43","experimento","3","982000359237615","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp43_ch1_2020-1-18.wav","UCR-MPI_exp43_ch2_2020-1-18.wav","UCR-MPI_exp43_ch3_2020-1-18.wav","UCR-MPI_exp43_ch4_2020-1-18.wav","0043-cam1_exp_2020-1-18_UCR-MPI","0043-cam3_exp_2020-1-18_UCR-MPI","0043-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp43_cam5_2020-1-18","UCR-MPI_exp43_cam3_2020-1-18","UCR-MPI_exp43_cam1_2020-1-18",2020-01-18,1899-12-31 10:28:00,38,"43","experimento","3","982126052945896","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"recapturado y experimento repetido","UCR-MPI_exp43_ch1_2020-1-18.wav","UCR-MPI_exp43_ch2_2020-1-18.wav","UCR-MPI_exp43_ch3_2020-1-18.wav","UCR-MPI_exp43_ch4_2020-1-18.wav","0043-cam1_exp_2020-1-18_UCR-MPI","0043-cam3_exp_2020-1-18_UCR-MPI","0043-cam5_exp_2020-1-18_UCR-MPI",NA
NA,"UCR-MPI_exp67_cam5_2020-1-20","UCR-MPI_exp67_cam3_2020-1-20","UCR-MPI_exp67_cam1_2020-1-20",2020-01-20,1899-12-31 09:17:00,59,"67","experimento","6","982126058484263","vuelo grupal/enmascarando busqueda","sin pintar",1899-12-31 02:20:00,NA,"UCR-MPI_exp67_ch1_2020-1-20.wav","UCR-MPI_exp67_ch2_2020-1-20.wav","UCR-MPI_exp67_ch3_2020-1-20.wav","UCR-MPI_exp67_ch4_2020-1-20.wav","0067-cam1_exp_2020-1-20_UCR-MPI","0067-cam3_exp_2020-1-20_UCR-MPI","0067-cam5_exp_2020-1-20_UCR-MPI",NA
NA,"UCR-MPI_exp67_cam5_2020-1-20","UCR-MPI_exp67_cam3_2020-1-20","UCR-MPI_exp67_cam1_2020-1-20",2020-01-20,1899-12-31 09:17:00,59,"67","experimento","6","982126051278521","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:20:00,NA,"UCR-MPI_exp67_ch1_2020-1-20.wav","UCR-MPI_exp67_ch2_2020-1-20.wav","UCR-MPI_exp67_ch3_2020-1-20.wav","UCR-MPI_exp67_ch4_2020-1-20.wav","0067-cam1_exp_2020-1-20_UCR-MPI","0067-cam3_exp_2020-1-20_UCR-MPI","0067-cam5_exp_2020-1-20_UCR-MPI",NA
